dateTime,id,NH3,CO,NO2,C3H8,C4H10,CH4,H2,C2H5OH,P1_lpo,P1_ratio,P1_conc,P2_lpo,P2_ratio,P2_conc,Temperature,Pressure,Humidity,gpsTime,Latitude,Longitude,shuntVoltageBat,busVoltageBat,currentBat,shuntVoltageSol,busVoltageSol,currentSol,CO2,SCD30_temperature,SCD30_humidity
2021-07-09 03:20:50,47cb5580002e004a,0.14,0.00,4.53,0.70,593.23,411.74,712.09,0.77,1745394,11.64,7269.82,3852725,25.68,29488.85,28.59,100204.00,100,nan,32.710242,-96.747278,14.75,3.39,146.80,-0.04,0.39,-0.20,3320,28.32,72.58
2021-07-09 03:39:14,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1685911,11.24,6926.87,3969002,26.46,31477.38,28.61,100216.00,100,nan,32.710322,-96.747328,14.63,3.38,145.90,-0.03,0.37,-0.10,3319,28.19,71.63
2021-07-09 04:03:04,47cb5580002e004a,0.14,0.00,4.53,0.70,593.23,411.74,712.09,0.77,1694200,11.29,6974.02,3678997,24.53,26698.14,28.04,100206.00,100,nan,32.710393,-96.747295,14.53,3.36,144.80,0.00,0.39,-0.10,3275,27.51,74.43
2021-07-09 05:22:43,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1741257,11.61,7245.62,3905409,26.04,30377.60,26.73,100259.00,100,nan,32.710202,-96.747415,14.66,3.24,146.00,-0.02,0.39,-0.40,3122,26.46,79.52
2021-07-09 05:24:45,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1549902,10.33,6181.39,3881216,25.87,29966.97,26.76,100258.00,100,nan,32.710202,-96.747415,14.60,3.23,145.00,-0.03,0.40,-0.20,3144,26.46,79.75
2021-07-09 05:28:31,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1593696,10.62,6415.75,3818103,25.45,28915.69,26.68,100258.00,100,nan,32.710402,-96.747355,13.92,3.22,139.70,-0.01,0.40,-0.10,3066,26.36,79.86
2021-07-09 05:55:43,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1739022,11.59,7232.57,3967470,26.45,31450.54,26.39,100270.00,100,nan,32.710365,-96.747440,13.46,3.15,134.40,-0.01,0.40,-0.10,7658,26.10,81.18
2021-07-09 05:56:23,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1619335,10.80,6555.42,4085388,27.24,33568.30,26.33,100269.00,100,nan,32.710365,-96.747440,13.62,3.14,135.60,-0.01,0.40,-0.40,7658,26.10,81.18
2021-07-09 06:02:11,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1622186,10.81,6571.07,4161348,27.74,34988.65,26.18,100266.00,100,nan,32.710288,-96.747185,13.59,3.12,135.40,-0.03,0.40,-0.10,0,0.00,0.00
2021-07-09 06:04:54,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2371362,15.81,11617.85,3335706,22.24,21782.31,26.25,100260.00,100,nan,32.710288,-96.747185,14.06,3.11,140.70,-0.01,0.40,-0.10,0,0.00,0.00
2021-07-09 06:05:34,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1679811,11.20,6892.30,3857380,25.72,29566.56,26.25,100261.00,100,nan,32.710288,-96.747185,13.82,3.10,137.80,-0.01,0.40,-0.10,0,0.00,0.00
2021-07-09 22:57:30,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1818699,12.12,7707.47,4325908,28.84,38221.21,31.09,100309.00,74,nan,32.710285,-96.747538,10.34,3.41,102.50,6.35,4.58,63.20,3335,31.10,57.25
2021-07-09 02:53:37,47cb5580002e004a,0.14,0.00,4.57,0.70,593.23,411.74,737.59,0.78,1422953,9.49,5530.61,4086256,27.24,33584.28,30.20,100141.00,90,nan,32.710440,-96.747277,14.61,3.40,144.30,-0.02,0.37,-0.20,3410,29.38,68.53
2021-07-09 03:20:50,47cb5580002e004a,0.14,0.00,4.53,0.70,593.23,411.74,712.09,0.77,1745394,11.64,7269.82,3852725,25.68,29488.85,28.59,100204.00,100,nan,32.710242,-96.747278,14.75,3.39,146.80,-0.04,0.39,-0.20,3320,28.32,72.58
2021-07-09 03:39:14,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1685911,11.24,6926.87,3969002,26.46,31477.38,28.61,100216.00,100,nan,32.710322,-96.747328,14.63,3.38,145.90,-0.03,0.37,-0.10,3319,28.19,71.63
2021-07-09 04:03:04,47cb5580002e004a,0.14,0.00,4.53,0.70,593.23,411.74,712.09,0.77,1694200,11.29,6974.02,3678997,24.53,26698.14,28.04,100206.00,100,nan,32.710393,-96.747295,14.53,3.36,144.80,0.00,0.39,-0.10,3275,27.51,74.43
2021-07-09 05:22:43,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1741257,11.61,7245.62,3905409,26.04,30377.60,26.73,100259.00,100,nan,32.710202,-96.747415,14.66,3.24,146.00,-0.02,0.39,-0.40,3122,26.46,79.52
2021-07-09 05:24:45,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1549902,10.33,6181.39,3881216,25.87,29966.97,26.76,100258.00,100,nan,32.710202,-96.747415,14.60,3.23,145.00,-0.03,0.40,-0.20,3144,26.46,79.75
2021-07-09 05:28:31,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1593696,10.62,6415.75,3818103,25.45,28915.69,26.68,100258.00,100,nan,32.710402,-96.747355,13.92,3.22,139.70,-0.01,0.40,-0.10,3066,26.36,79.86
2021-07-09 05:55:43,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1739022,11.59,7232.57,3967470,26.45,31450.54,26.39,100270.00,100,nan,32.710365,-96.747440,13.46,3.15,134.40,-0.01,0.40,-0.10,7658,26.10,81.18
2021-07-09 05:56:23,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1619335,10.80,6555.42,4085388,27.24,33568.30,26.33,100269.00,100,nan,32.710365,-96.747440,13.62,3.14,135.60,-0.01,0.40,-0.40,7658,26.10,81.18
2021-07-09 06:02:11,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1622186,10.81,6571.07,4161348,27.74,34988.65,26.18,100266.00,100,nan,32.710288,-96.747185,13.59,3.12,135.40,-0.03,0.40,-0.10,0,0.00,0.00
2021-07-09 06:04:54,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2371362,15.81,11617.85,3335706,22.24,21782.31,26.25,100260.00,100,nan,32.710288,-96.747185,14.06,3.11,140.70,-0.01,0.40,-0.10,0,0.00,0.00
2021-07-09 06:05:34,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1679811,11.20,6892.30,3857380,25.72,29566.56,26.25,100261.00,100,nan,32.710288,-96.747185,13.82,3.10,137.80,-0.01,0.40,-0.10,0,0.00,0.00
2021-07-09 22:57:30,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1818699,12.12,7707.47,4325908,28.84,38221.21,31.09,100309.00,74,nan,32.710285,-96.747538,10.34,3.41,102.50,6.35,4.58,63.20,3335,31.10,57.25
