dateTime,CO2,Temperature,Humidity
2022-03-25 19:09:30.509458,143.0,31.29930877685547,12.89520263671875
2022-03-25 19:10:07.517530,142.0,31.24322509765625,12.73040771484375
2022-03-25 19:10:51.577931,146.0,31.171127319335938,12.91961669921875
2022-03-25 19:11:28.587949,145.0,31.34203338623047,12.9730224609375
2022-03-25 19:12:05.598951,144.0,30.94415283203125,12.506103515625
2022-03-25 19:13:00.161993,143.0,30.970855712890625,12.49237060546875
2022-03-25 19:13:37.168978,142.0,30.872055053710938,13.20648193359375
2022-03-25 19:14:21.247953,141.0,30.71717071533203,13.824462890625
2022-03-25 19:14:58.250232,141.0,30.575645446777344,14.03961181640625
2022-03-25 19:15:35.247344,143.0,30.49286651611328,14.27459716796875
2022-03-25 19:16:29.817388,144.0,30.391395568847656,14.55841064453125
2022-03-25 19:17:06.827948,145.0,30.45014190673828,13.63372802734375
2022-03-25 19:17:50.895298,146.0,30.71717071533203,13.90228271484375
2022-03-25 19:18:27.894372,146.0,30.789276123046875,14.33868408203125
2022-03-25 19:19:04.903669,144.0,30.970855712890625,13.64593505859375
2022-03-25 19:19:59.474099,146.0,31.088348388671875,12.9150390625
2022-03-25 19:20:36.481331,146.0,31.11505126953125,13.01116943359375
2022-03-25 19:20:36.482130,146.0,31.11505126953125,13.01116943359375
2022-03-25 19:21:20.545361,145.0,31.171127319335938,13.89312744140625
2022-03-25 19:21:57.551909,143.0,31.25658416748047,13.67340087890625
2022-03-25 19:22:34.566535,143.0,31.171127319335938,13.60626220703125
2022-03-25 19:22:34.568455,143.0,31.171127319335938,13.60626220703125
2022-03-25 19:23:29.133770,142.0,31.144424438476562,13.7481689453125
2022-03-25 19:23:29.134399,142.0,31.144424438476562,13.7481689453125
2022-03-25 19:24:06.132255,143.0,31.07232666015625,12.78533935546875
2022-03-25 19:24:50.202994,142.0,31.045623779296875,13.53759765625
2022-03-25 19:25:27.203577,142.0,30.970855712890625,13.4857177734375
2022-03-25 19:26:04.221059,142.0,30.81597900390625,13.57269287109375
2022-03-25 19:26:58.787583,143.0,30.829330444335938,13.7969970703125
2022-03-25 19:26:58.786820,143.0,30.829330444335938,13.7969970703125
2022-03-25 19:27:35.798232,144.0,30.957504272460938,14.39361572265625
2022-03-25 19:28:19.857063,142.0,30.914779663085938,13.48114013671875
2022-03-25 19:28:56.861847,143.0,30.90142822265625,13.05084228515625
2022-03-25 19:29:33.864879,143.0,30.90142822265625,13.54522705078125
2022-03-25 19:30:28.437998,142.0,31.187149047851562,14.40582275390625
2022-03-25 19:31:05.441588,142.0,31.25658416748047,13.3544921875
2022-03-25 19:31:49.515599,142.0,31.38475799560547,13.409423828125
2022-03-25 19:32:26.518906,143.0,31.55298614501953,13.80157470703125
2022-03-25 19:33:03.529062,141.0,31.312660217285156,12.76397705078125
2022-03-25 19:33:58.092369,141.0,31.213851928710938,13.43231201171875
2022-03-25 19:34:35.098278,140.0,31.227203369140625,14.105224609375
2022-03-25 19:35:19.166813,140.0,31.227203369140625,15.72113037109375
2022-03-25 19:35:56.179100,141.0,31.088348388671875,14.288330078125
2022-03-25 19:36:33.184904,141.0,30.90142822265625,14.776611328125
2022-03-25 19:37:27.753670,139.0,30.63172149658203,14.6820068359375
2022-03-25 19:38:04.759806,138.0,30.519569396972656,13.4124755859375
2022-03-25 19:38:48.841077,140.0,30.305946350097656,13.848876953125
2022-03-25 19:39:25.830138,137.0,30.348670959472656,15.1336669921875
2022-03-25 19:40:02.847252,136.0,30.348670959472656,14.617919921875
2022-03-25 19:40:57.401522,133.0,30.220489501953125,14.59808349609375
2022-03-25 19:41:34.414911,133.0,30.177764892578125,14.83306884765625
2022-03-25 19:42:18.477652,134.0,30.177764892578125,14.76898193359375
2022-03-25 19:42:55.493442,133.0,30.094985961914062,14.8773193359375
2022-03-25 19:42:55.494982,133.0,30.094985961914062,14.8773193359375
2022-03-25 19:43:32.494983,132.0,30.06561279296875,15.130615234375
2022-03-25 19:44:27.062545,131.0,30.078964233398438,15.3411865234375
2022-03-25 19:45:04.078541,131.0,30.19378662109375,14.5660400390625
2022-03-25 19:45:04.079708,131.0,30.19378662109375,14.5660400390625
2022-03-25 19:45:48.126908,134.0,30.476844787597656,14.434814453125
2022-03-25 19:46:25.140298,134.0,30.605018615722656,13.24310302734375
2022-03-25 19:47:02.157866,134.0,30.661094665527344,13.4368896484375
2022-03-25 19:47:02.167410,134.0,30.661094665527344,13.4368896484375
2022-03-25 19:47:56.716629,134.0,30.703819274902344,13.55133056640625
2022-03-25 19:48:33.725833,137.0,30.647743225097656,12.750244140625
2022-03-25 19:49:17.791088,136.0,30.67444610595703,13.3758544921875
2022-03-25 19:49:54.800374,133.0,30.802627563476562,12.7410888671875
2022-03-25 19:50:31.803996,135.0,30.81597900390625,12.59765625
2022-03-25 19:51:26.378294,135.0,30.90142822265625,13.018798828125
2022-03-25 19:52:03.376631,138.0,31.02960205078125,13.262939453125
2022-03-25 19:52:47.446043,137.0,31.171127319335938,13.623046875
2022-03-25 19:53:24.453681,136.0,31.34203338623047,13.61541748046875
2022-03-25 19:54:01.472910,135.0,31.51026153564453,13.4307861328125
2022-03-25 19:54:01.473329,135.0,31.51026153564453,13.4307861328125
2022-03-25 19:54:56.027974,135.0,31.64110565185547,13.4857177734375
2022-03-25 19:55:33.031218,135.0,31.68383026123047,14.208984375
2022-03-25 19:56:17.103362,136.0,31.72388458251953,13.50860595703125
2022-03-25 19:56:54.102453,137.0,31.710533142089844,13.61541748046875
2022-03-25 19:57:31.112220,136.0,31.72388458251953,14.0350341796875
2022-03-25 19:58:25.683218,136.0,31.753265380859375,13.65203857421875
2022-03-25 19:59:02.690788,137.0,31.611732482910156,15.087890625
2022-03-25 19:59:46.759089,135.0,31.58502960205078,14.2364501953125
2022-03-25 20:00:23.763931,134.0,31.539634704589844,13.75579833984375
2022-03-25 20:01:00.774242,133.0,31.58502960205078,14.1082763671875
2022-03-25 20:01:55.336817,133.0,31.667808532714844,13.79241943359375
2022-03-25 20:02:32.349981,132.0,31.921493530273438,14.31884765625
2022-03-25 20:03:16.405057,132.0,31.937515258789062,14.5111083984375
2022-03-25 20:03:53.413413,131.0,31.82269287109375,12.164306640625
2022-03-25 20:04:30.424420,132.0,31.697181701660156,12.78228759765625
2022-03-25 20:05:24.990197,132.0,31.368736267089844,13.27972412109375
2022-03-25 20:06:01.996057,132.0,31.28595733642578,12.76397705078125
2022-03-25 20:06:46.070476,133.0,30.829330444335938,13.14239501953125
2022-03-25 20:07:23.067610,132.0,30.746543884277344,12.92877197265625
2022-03-25 20:08:00.080300,132.0,30.71717071533203,12.56103515625
2022-03-25 20:08:54.652580,135.0,30.71717071533203,13.07373046875
2022-03-25 20:08:54.654288,135.0,30.71717071533203,13.07373046875
2022-03-25 20:09:31.655112,134.0,30.802627563476562,13.7481689453125
2022-03-25 20:10:15.723418,134.0,30.746543884277344,13.07373046875
2022-03-25 20:10:52.723758,133.0,30.618370056152344,13.96331787109375
2022-03-25 20:11:29.734170,134.0,30.54894256591797,12.6800537109375
2022-03-25 20:12:24.307579,133.0,30.391395568847656,13.03863525390625
2022-03-25 20:13:01.320205,134.0,30.45014190673828,13.50860595703125
2022-03-25 20:13:01.322334,134.0,30.45014190673828,13.50860595703125
2022-03-25 20:13:45.374915,134.0,30.759902954101562,13.87176513671875
2022-03-25 20:14:22.378772,134.0,30.970855712890625,13.75732421875
2022-03-25 20:14:59.387314,135.0,31.058975219726562,12.8326416015625
2022-03-25 20:15:53.957290,133.0,30.94415283203125,12.30010986328125
2022-03-25 20:16:30.971522,132.0,31.013580322265625,12.52593994140625
2022-03-25 20:16:30.973220,132.0,31.013580322265625,12.52593994140625
2022-03-25 20:17:15.035343,131.0,30.914779663085938,12.31536865234375
2022-03-25 20:17:15.035088,131.0,30.914779663085938,12.31536865234375
2022-03-25 20:17:52.041485,129.0,30.85870361328125,12.66326904296875
2022-03-25 20:17:52.041987,129.0,30.85870361328125,12.66326904296875
2022-03-25 20:18:29.048889,131.0,30.703819274902344,12.3046875
2022-03-25 20:19:23.616814,131.0,30.67444610595703,13.19732666015625
2022-03-25 20:20:00.621868,130.0,30.802627563476562,13.15765380859375
2022-03-25 20:20:44.687431,129.0,31.013580322265625,13.96636962890625
2022-03-25 20:21:21.700993,129.0,31.227203369140625,13.720703125
2022-03-25 20:21:21.704398,129.0,31.227203369140625,13.720703125
2022-03-25 20:21:58.695808,130.0,31.28595733642578,12.85858154296875
2022-03-25 20:22:53.265388,128.0,30.746543884277344,13.330078125
2022-03-25 20:23:30.275817,127.0,30.50621795654297,13.26751708984375
2022-03-25 20:24:14.339925,128.0,30.10833740234375,13.61541748046875
2022-03-25 20:24:51.344328,127.0,29.996185302734375,13.77105712890625
2022-03-25 20:25:28.358537,127.0,30.06561279296875,13.262939453125
2022-03-25 20:26:22.925333,127.0,30.33264923095703,13.037109375
2022-03-25 20:26:59.930962,127.0,30.33264923095703,12.78076171875
2022-03-25 20:26:59.931959,127.0,30.33264923095703,12.78076171875
2022-03-25 20:27:43.997887,127.0,30.305946350097656,12.78076171875
2022-03-25 20:28:20.999070,124.0,30.135040283203125,12.8692626953125
2022-03-25 20:34:57.643637,133.0,31.42481231689453,13.68255615234375
2022-03-25 20:35:38.149069,134.0,31.64110565185547,12.5885009765625
2022-03-25 20:36:15.154668,136.0,31.795989990234375,13.1072998046875
2022-03-25 20:36:59.219052,134.0,31.795989990234375,12.56256103515625
2022-03-25 20:37:36.226386,135.0,31.809341430664062,12.90130615234375
2022-03-25 20:38:13.234786,133.0,31.766616821289062,13.07525634765625
2022-03-25 20:38:53.701514,132.0,31.72388458251953,12.7532958984375
2022-03-25 20:39:31.032112,133.0,31.654457092285156,12.98828125
2022-03-25 20:39:31.032766,133.0,31.654457092285156,12.98828125
2022-03-25 20:40:08.350545,135.0,31.59838104248047,13.09814453125
2022-03-25 20:40:45.674665,134.0,31.697181701660156,13.16986083984375
2022-03-25 20:41:22.993438,135.0,31.795989990234375,13.043212890625
2022-03-25 20:42:12.816719,135.0,32.06568908691406,14.10064697265625
2022-03-25 20:42:49.820946,135.0,32.23658752441406,13.96636962890625
2022-03-25 20:43:33.880807,136.0,32.319374084472656,13.23089599609375
2022-03-25 20:44:15.945312,137.0,32.00694274902344,13.21563720703125
